query,respond,type
(w)话费{($1)<2},(w)话费{len($1)<2},8
(w)想{($1)>1},(w)想{len($1)>1},8
v！{len($1)>1},(v)！{len($1)>1},8
(n)先{($1)>2},(n)先{len($1)>2},8
un，{len($1)>1},(un)，{len($1)>1},8
是@@贺信,是@贺信,8
****告诉,*告诉,8
(r)多少{($1)>1},(r)多少{len($1)>1},8
纠{len(1)},语法错误，限制条件格式错误,8
方式{len(2)},语法错误，限制条件格式错误,8
(n)老{($1)>2},(n)老{len($1)>2},8
v进{len($1)>1},(v)进{len($1)>1},8
瓦塔拉{len(3)},语法错误，限制条件格式错误,8
·{len(1)},语法错误，限制条件格式错误,8
(vn)着{($1)<3},(vn)着{len($1)<3},8
(d)必须{($1)<3},(d)必须{len($1)<3},8
(n)查{($1)<3},(n)查{len($1)<3},8
细落{len(2)},语法错误，限制条件格式错误,8
(v)机{($1)<2},(v)机{len($1)<2},8
理想@@@为,理想@为,8
ad的{len($1)>1},(ad)的{len($1)>1},8
(v)干{($1)=1},(v)干{len($1)=1},8
(n)好多{($1)=3},(n)好多{len($1)=3},8
(r)为啥{($1)<3},(r)为啥{len($1)<3},8
丰收***浩荡,丰收*浩荡,8
二@@农业,二@农业,8
(n)如{($1)<3},(n)如{len($1)<3},8
(v)给{($1)=1},(v)给{len($1)=1},8
**什么,*什么,8
每{len(1)},语法错误，限制条件格式错误,8
(n)玩{($1)<4},(n)玩{len($1)<4},8
(nr)着{($1)<3},(nr)着{len($1)<3},8
花@@累累,花@累累,8
**********一等功,*一等功,8
(a)关{($1)=2},(a)关{len($1)=2},8
(p)货{($1)>1},(p)货{len($1)>1},8
(n)有空{($1)<3},(n)有空{len($1)<3},8
(w)哪里{($1)<2},(w)哪里{len($1)<2},8
(n)流量{($1)<3},(n)流量{len($1)<3},8
(i)着{($1)=4},(i)着{len($1)=4},8
导演{len(2)},语法错误，限制条件格式错误,8
(n)还要{($1)>2},(n)还要{len($1)>2},8
(nr)当然{($1)=2},(nr)当然{len($1)=2},8
(m)不{($1)<2},(m)不{len($1)<2},8
(r)移动{($1)>2},(r)移动{len($1)>2},8
让Ag快评j{$1=$2},让(Ag)快评(j){$1=$2},8
(w)同学{($1)<2},(w)同学{len($1)<2},8
王牌{len(2)},语法错误，限制条件格式错误,8
(v)以后{($1)>1},(v)以后{len($1)>1},8
创新{len(2)},语法错误，限制条件格式错误,8
y。{len($1)>1},(y)。{len($1)>1},8
(n)哥{($1)>2},(n)哥{len($1)>2},8
**三,*三,8
(w)泡{($1)<2},(w)泡{len($1)<2},8
(v)消息{($1)<3},(v)消息{len($1)<3},8
康@@向,康@向,8
吴红{len(2)},语法错误，限制条件格式错误,8
资产{len(2)},语法错误，限制条件格式错误,8
***的,*的,8
(ns)其他{($1)<4},(ns)其他{len($1)<4},8
(y)着{($1)=1},(y)着{len($1)=1},8
何为n大学h{$1=$2},何为(n)大学(h){$1=$2},8
(w)谢谢{($1)<2},(w)谢谢{len($1)<2},8
(d)不怕{($1)=2},(d)不怕{len($1)=2},8
付诚{len(2)},语法错误，限制条件格式错误,8
这么{len(2)},语法错误，限制条件格式错误,8
(s)手机{($1)<3},(s)手机{len($1)<3},8
**好,*好,8
这里n。v{$1=$2},这里(n)。(v){$1=$2},8
***这,*这,8
(j)出{($1)=1},(j)出{len($1)=1},8
大nt{len($1)=1},大(nt){len($1)=1},8
(d)号码{($1)>1},(d)号码{len($1)>1},8
q是{len($1)>1},(q)是{len($1)>1},8
(n)视频{($1)>2},(n)视频{len($1)>2},8
h结束{len($1)>2},(h)结束{len($1)>2},8
(v)两个{($1)>1},(v)两个{len($1)>1},8
使@@你,使@你,8
(w)那样{($1)<2},(w)那样{len($1)<2},8
引来{len(2)},语法错误，限制条件格式错误,8
(t)回去{($1)>2},(t)回去{len($1)>2},8
v？{len($1)>1},(v)？{len($1)>1},8
业态{len(2)},语法错误，限制条件格式错误,8
(v)知道{($1)=1},(v)知道{len($1)=1},8
****捷克,*捷克,8
不Vg{len($1)=1},不(Vg){len($1)=1},8
(w)上午{($1)<2},(w)上午{len($1)<2},8
(r)生日{($1)<3},(r)生日{len($1)<3},8
媒体Ng融v{$1=$2},媒体(Ng)融(v){$1=$2},8
把{len(1)},语法错误，限制条件格式错误,8
让{len(1)},语法错误，限制条件格式错误,8
***交通,*交通,8
(w)生气{($1)=1},(w)生气{len($1)=1},8
(d)公司{($1)>1},(d)公司{len($1)>1},8
(v)主要{($1)<3},(v)主要{len($1)<3},8
(n)网{($1)>2},(n)网{len($1)>2},8
吉尔吉斯{len(4)},语法错误，限制条件格式错误,8
(n)而且{($1)=1},(n)而且{len($1)=1},8
(n)厕所{($1)>2},(n)厕所{len($1)>2},8
这是@@@企业,这是@企业,8
(v)王{($1)=2},(v)王{len($1)=2},8
(n)浪费{($1)=2},(n)浪费{len($1)=2},8
(p)喝酒{($1)<2},(p)喝酒{len($1)<2},8
(w)终于{($1)>1},(w)终于{len($1)>1},8
科技nz更x{$1=$2},科技(nz)更(x){$1=$2},8
(v)哪个{($1)=2},(v)哪个{len($1)=2},8
公里{len(2)},语法错误，限制条件格式错误,8
(v)敢{($1)<3},(v)敢{len($1)<3},8
可**能源,可*能源,8
帮扶{len(2)},语法错误，限制条件格式错误,8
站{len(1)},语法错误，限制条件格式错误,8
三n农d{$1=$2},三(n)农(d){$1=$2},8
(v)两{($1)>1},(v)两{len($1)>1},8
v的{len($1)>1},(v)的{len($1)>1},8
(v)愿意{($1)>2},(v)愿意{len($1)>2},8
马拉松赛{len(4)},语法错误，限制条件格式错误,8
切口n。v{$1=$2},切口(n)。(v){$1=$2},8
四级@@@魔术,四级@魔术,8
改进***呢,改进*呢,8
(w)眼睛{($1)>1},(w)眼睛{len($1)>1},8
v和{len($1)>1},(v)和{len($1)>1},8
(ns)火{($1)<4},(ns)火{len($1)<4},8
(n)那个{($1)>2},(n)那个{len($1)>2},8
人民n视觉v{$1=$2},人民(n)视觉(v){$1=$2},8
x提质{len($1)>2},(x)提质{len($1)>2},8
把式{len(2)},语法错误，限制条件格式错误,8
中心{len(2)},语法错误，限制条件格式错误,8
(n)晕{($1)<4},(n)晕{len($1)<4},8
构成@@@。,构成@。,8
***项目,*项目,8
延迟n{len($1)=2},延迟(n){len($1)=2},8
小微***企业,小微*企业,8
(v)姐{($1)=2},(v)姐{len($1)=2},8
新**一线,新*一线,8
(n)收{($1)<2},(n)收{len($1)<2},8
创新n指向l{$1=$2},创新(n)指向(l){$1=$2},8
(v)也许{($1)>1},(v)也许{len($1)>1},8
(n)纠结{($1)<3},(n)纠结{len($1)<3},8
(u)今年{($1)<2},(u)今年{len($1)<2},8
(a)小时{($1)<3},(a)小时{len($1)<3},8
党委{len(2)},语法错误，限制条件格式错误,8
(w)三个{($1)=1},(w)三个{len($1)=1},8
(f)做{($1)>1},(f)做{len($1)>1},8
，f{len($1)=1},，(f){len($1)=1},8
严格{len(2)},语法错误，限制条件格式错误,8
(w)女朋友{($1)>1},(w)女朋友{len($1)>1},8
(vn)打{($1)=2},(vn)打{len($1)=2},8
(nr)哥哥{($1)>3},(nr)哥哥{len($1)>3},8
(a)爸{($1)>2},(a)爸{len($1)>2},8
(w)看看{($1)=1},(w)看看{len($1)=1},8
回望{len(2)},语法错误，限制条件格式错误,8
(vn)但是{($1)>2},(vn)但是{len($1)>2},8
中国***达成,中国*达成,8
说r{len($1)=1},说(r){len($1)=1},8
***。,*。,8
有n{len($1)=1},有(n){len($1)=1},8
(vn)办{($1)<3},(vn)办{len($1)<3},8
(v)雪{($1)<3},(v)雪{len($1)<3},8
(v)照顾{($1)>2},(v)照顾{len($1)>2},8
(w)岁{($1)<2},(w)岁{len($1)<2},8
(n)忙{($1)=2},(n)忙{len($1)=2},8
(ad)着{($1)<2},(ad)着{len($1)<2},8
被f{len($1)=1},被(f){len($1)=1},8
v主体{len($1)>2},(v)主体{len($1)>2},8
为vn{len($1)=1},为(vn){len($1)=1},8
东段{len(2)},语法错误，限制条件格式错误,8
的Ag根据nt{$1=$2},的(Ag)根据(nt){$1=$2},8
受Tg，Dg{$1=$2},受(Tg)，(Dg){$1=$2},8
***亮点,*亮点,8
(v)旁边{($1)>2},(v)旁边{len($1)>2},8
(n)晚{($1)>3},(n)晚{len($1)>3},8
鹰{len(1)},语法错误，限制条件格式错误,8
v，{len($1)>1},(v)，{len($1)>1},8
在建@@@领先,在建@领先,8
(n)着{($1)<5},(n)着{len($1)<5},8
湖北@@@涉企,湖北@涉企,8
nz。{len($1)>1},(nz)。{len($1)>1},8
(v)闲{($1)>2},(v)闲{len($1)>2},8
(w)记得{($1)<2},(w)记得{len($1)<2},8
品质{len(2)},语法错误，限制条件格式错误,8
(n)情{($1)=2},(n)情{len($1)=2},8
(v)情况{($1)=1},(v)情况{len($1)=1},8
该{len(1)},语法错误，限制条件格式错误,8
(v)重{($1)=2},(v)重{len($1)=2},8
v起{len($1)>1},(v)起{len($1)>1},8
出路{len(2)},语法错误，限制条件格式错误,8
中{len(1)},语法错误，限制条件格式错误,8
北京r快乐vn{$1=$2},北京(r)快乐(vn){$1=$2},8
规则@@@要,规则@要,8
(ns)几天{($1)<3},(ns)几天{len($1)<3},8
(p)那种{($1)<2},(p)那种{len($1)<2},8
u江西省{len($1)>3},(u)江西省{len($1)>3},8
(v)情{($1)=1},(v)情{len($1)=1},8
(m)努力{($1)<2},(m)努力{len($1)<2},8
决心{len(2)},语法错误，限制条件格式错误,8
(w)表情{($1)=1},(w)表情{len($1)=1},8
全面n{len($1)=2},全面(n){len($1)=2},8
(d)回事{($1)=1},(d)回事{len($1)=1},8
撤销un决定g{$1=$2},撤销(un)决定(g){$1=$2},8
un讲话{len($1)>2},(un)讲话{len($1)>2},8
说f！v{$1=$2},说(f)！(v){$1=$2},8
(ns)通{($1)>2},(ns)通{len($1)>2},8
经济学an成本v{$1=$2},经济学(an)成本(v){$1=$2},8
(n)刘{($1)>2},(n)刘{len($1)>2},8
(n)更{($1)>2},(n)更{len($1)>2},8
(f)理解{($1)=1},(f)理解{len($1)=1},8
(n)强{($1)>3},(n)强{len($1)>3},8
(v)注意{($1)=1},(v)注意{len($1)=1},8
纵横{len(2)},语法错误，限制条件格式错误,8
文学@@@的,文学@的,8
(u)吵{($1)<2},(u)吵{len($1)<2},8
(ns)着{($1)=2},(ns)着{len($1)=2},8
(u)了{($1)<2},(u)了{len($1)<2},8
(v)睡觉{($1)=1},(v)睡觉{len($1)=1},8
(nz)着{($1)=2},(nz)着{len($1)=2},8
会{len(1)},语法错误，限制条件格式错误,8
(w)冲{($1)=1},(w)冲{len($1)=1},8
拥有{len(2)},语法错误，限制条件格式错误,8
(v)这样{($1)=2},(v)这样{len($1)=2},8
(n)吗{($1)>2},(n)吗{len($1)>2},8
(v)起来{($1)=2},(v)起来{len($1)=2},8
(v)北京{($1)=1},(v)北京{len($1)=1},8
(n)贵{($1)=2},(n)贵{len($1)=2},8
(v)话费{($1)<2},(v)话费{len($1)<2},8
***必然,*必然,8
这是{len(2)},语法错误，限制条件格式错误,8
用**。,用*。,8
(a)你家{($1)=1},(a)你家{len($1)=1},8
vd低碳{len($1)>2},(vd)低碳{len($1)>2},8
未来h{len($1)=2},未来(h){len($1)=2},8
博物学{len(3)},语法错误，限制条件格式错误,8
书画un将v{$1=$2},书画(un)将(v){$1=$2},8
硕m{len($1)=1},硕(m){len($1)=1},8
(n)啦{($1)>2},(n)啦{len($1)>2},8
(w)再{($1)<2},(w)再{len($1)<2},8
是@@！,是@！,8
泉**宇宙,泉*宇宙,8
(n)惹{($1)=2},(n)惹{len($1)=2},8
g。{len($1)>1},(g)。{len($1)>1},8
重视{len(2)},语法错误，限制条件格式错误,8
(n)拜拜{($1)=3},(n)拜拜{len($1)=3},8
(w)理由{($1)<2},(w)理由{len($1)<2},8
(v)正常{($1)<3},(v)正常{len($1)<3},8
(d)重{($1)<3},(d)重{len($1)<3},8
(c)着{($1)>2},(c)着{len($1)>2},8
往z{len($1)=1},往(z){len($1)=1},8
(r)小时{($1)<2},(r)小时{len($1)<2},8
***灾情,*灾情,8
(n)木{($1)>2},(n)木{len($1)>2},8
什么nt。an{$1=$2},什么(nt)。(an){$1=$2},8
***党,*党,8
广州{len(2)},语法错误，限制条件格式错误,8
毛卫宁n导演nz{$1=$2},毛卫宁(n)导演(nz){$1=$2},8
法庭{len(2)},语法错误，限制条件格式错误,8
(nr)养{($1)>3},(nr)养{len($1)>3},8
(n)床{($1)<3},(n)床{len($1)<3},8
对症下药f。v{$1=$2},对症下药(f)。(v){$1=$2},8
(p)着{($1)<2},(p)着{len($1)<2},8
与{len(1)},语法错误，限制条件格式错误,8
***王江宏,*王江宏,8
***年度,*年度,8
不够@@@强,不够@强,8
诫勉{len(2)},语法错误，限制条件格式错误,8
(v)级{($1)<3},(v)级{len($1)<3},8
(s)谈{($1)<3},(s)谈{len($1)<3},8
Tg。{len($1)>1},(Tg)。{len($1)>1},8
(d)头像{($1)<3},(d)头像{len($1)<3},8
(v)同{($1)<3},(v)同{len($1)<3},8
(nr)信息{($1)<4},(nr)信息{len($1)<4},8
境内y。ns{$1=$2},境内(y)。(ns){$1=$2},8
(nr)着{($1)<4},(nr)着{len($1)<4},8
(b)着{($1)<2},(b)着{len($1)<2},8
***营造,*营造,8
(v)内{($1)=1},(v)内{len($1)=1},8
(v)实在{($1)>1},(v)实在{len($1)>1},8
朱**人民,朱*人民,8
e亮相{len($1)>2},(e)亮相{len($1)>2},8
vn基地{len($1)>2},(vn)基地{len($1)>2},8
用n{len($1)=1},用(n){len($1)=1},8
(p)台{($1)=1},(p)台{len($1)=1},8
让@@谷芽糖,让@谷芽糖,8
(r)来{($1)=1},(r)来{len($1)=1},8
(r)着{($1)>2},(r)着{len($1)>2},8
(n)中{($1)<3},(n)中{len($1)<3},8
联合n如何v{$1=$2},联合(n)如何(v){$1=$2},8
(v)一年{($1)<2},(v)一年{len($1)<2},8
保护@@@？,保护@？,8
我un{len($1)=1},我(un){len($1)=1},8
(v)有个{($1)>2},(v)有个{len($1)>2},8
为@@起,为@起,8
(w)一年{($1)<2},(w)一年{len($1)<2},8
(d)讨厌{($1)<3},(d)讨厌{len($1)<3},8
n。{len($1)>1},(n)。{len($1)>1},8
政协{len(2)},语法错误，限制条件格式错误,8
(n)恶心{($1)>2},(n)恶心{len($1)>2},8
报告{len(2)},语法错误，限制条件格式错误,8
***人民,*人民,8
走@@路,走@路,8
(vn)边{($1)=2},(vn)边{len($1)=2},8
打蜡n致癌d{$1=$2},打蜡(n)致癌(d){$1=$2},8
(vn)貌似{($1)=2},(vn)貌似{len($1)=2},8
主教练{len(3)},语法错误，限制条件格式错误,8
(w)百{($1)<2},(w)百{len($1)<2},8
(n)你好{($1)=2},(n)你好{len($1)=2},8
***有,*有,8
近日{len(2)},语法错误，限制条件格式错误,8
(n)哭{($1)=2},(n)哭{len($1)=2},8
有点***辣,有点*辣,8
选举{len(2)},语法错误，限制条件格式错误,8
源头{len(2)},语法错误，限制条件格式错误,8
(ns)着{($1)>3},(ns)着{len($1)>3},8
(u)听说{($1)>1},(u)听说{len($1)>1},8
(n)想{($1)<3},(n)想{len($1)<3},8
(m)喝{($1)<2},(m)喝{len($1)<2},8
缺位{len(2)},语法错误，限制条件格式错误,8
儿科{len(2)},语法错误，限制条件格式错误,8
产业n{len($1)=2},产业(n){len($1)=2},8
(w)们{($1)<2},(w)们{len($1)<2},8
高@@。,高@。,8
改变{len(2)},语法错误，限制条件格式错误,8
蚌埠闸@@@@的,蚌埠闸@的,8
(v)不能{($1)<3},(v)不能{len($1)<3},8
谋vn{len($1)=1},谋(vn){len($1)=1},8
(w)疯{($1)>1},(w)疯{len($1)>1},8
获得{len(2)},语法错误，限制条件格式错误,8
(ns)着{($1)<4},(ns)着{len($1)<4},8
(v)谢谢{($1)>1},(v)谢谢{len($1)>1},8
互联网{len(3)},语法错误，限制条件格式错误,8
那{len(1)},语法错误，限制条件格式错误,8
v老师{len($1)>2},(v)老师{len($1)>2},8
介绍nt{len($1)=2},介绍(nt){len($1)=2},8
利益{len(2)},语法错误，限制条件格式错误,8
(v)把{($1)=2},(v)把{len($1)=2},8
(n)出去{($1)=2},(n)出去{len($1)=2},8
(v)觉得{($1)>2},(v)觉得{len($1)>2},8
(w)心里{($1)=1},(w)心里{len($1)=1},8
(n)华{($1)=2},(n)华{len($1)=2},8
(u)其实{($1)<2},(u)其实{len($1)<2},8
***实证,*实证,8
崭新{len(2)},语法错误，限制条件格式错误,8
传统{len(2)},语法错误，限制条件格式错误,8
难x{len($1)=1},难(x){len($1)=1},8
(n)哭{($1)>2},(n)哭{len($1)>2},8
(d)六{($1)>2},(d)六{len($1)>2},8
(n)胖{($1)>2},(n)胖{len($1)>2},8
无奈{len(2)},语法错误，限制条件格式错误,8
v地图{len($1)>2},(v)地图{len($1)>2},8
刻铸***和平,刻铸*和平,8
(nr)学{($1)<3},(nr)学{len($1)<3},8
(v)还好{($1)=1},(v)还好{len($1)=1},8
规则a的un{$1=$2},规则(a)的(un){$1=$2},8
永不Ag打烊v{$1=$2},永不(Ag)打烊(v){$1=$2},8
确实***是,确实*是,8
四y{len($1)=1},四(y){len($1)=1},8
(w)你{($1)=1},(w)你{len($1)=1},8
我们n遇到v{$1=$2},我们(n)遇到(v){$1=$2},8
***伟大,*伟大,8
(n)倒{($1)=2},(n)倒{len($1)=2},8
(w)简单{($1)<2},(w)简单{len($1)<2},8
编制***单位,编制*单位,8
j首{len($1)>1},(j)首{len($1)>1},8
政府{len(2)},语法错误，限制条件格式错误,8
内鬼{len(2)},语法错误，限制条件格式错误,8
(n)哪{($1)=2},(n)哪{len($1)=2},8
(nr)套{($1)=2},(nr)套{len($1)=2},8
的@@关键,的@关键,8
讲情面{len(3)},语法错误，限制条件格式错误,8
(v)关{($1)>2},(v)关{len($1)>2},8
(w)关{($1)<2},(w)关{len($1)<2},8
至关重要{len(4)},语法错误，限制条件格式错误,8
(ad)以{($1)=2},(ad)以{len($1)=2},8
(n)包{($1)>2},(n)包{len($1)>2},8
合法{len(2)},语法错误，限制条件格式错误,8
(r)厉害{($1)=1},(r)厉害{len($1)=1},8
(p)买{($1)>1},(p)买{len($1)>1},8
c的{len($1)>1},(c)的{len($1)>1},8
(n)妈妈{($1)>2},(n)妈妈{len($1)>2},8
循环@@@利用,循环@利用,8
e。{len($1)>1},(e)。{len($1)>1},8
(l)一天{($1)=2},(l)一天{len($1)=2},8
(v)来{($1)=2},(v)来{len($1)=2},8
(w)怕{($1)<2},(w)怕{len($1)<2},8
为何@@@？,为何@？,8
学院i{len($1)=2},学院(i){len($1)=2},8
(n)没事{($1)>2},(n)没事{len($1)>2},8
(q)洗{($1)=1},(q)洗{len($1)=1},8
管理@@@。,管理@。,8
倍感{len(2)},语法错误，限制条件格式错误,8
(v)元{($1)<3},(v)元{len($1)<3},8
(n)金{($1)>2},(n)金{len($1)>2},8
v群众{len($1)>2},(v)群众{len($1)>2},8
内涵{len(2)},语法错误，限制条件格式错误,8
政者{len(2)},语法错误，限制条件格式错误,8
真实s故事f{$1=$2},真实(s)故事(f){$1=$2},8
(v)样{($1)<4},(v)样{len($1)<4},8
(m)什{($1)>1},(m)什{len($1)>1},8
甲骨文n{len($1)=3},甲骨文(n){len($1)=3},8
Vg？{len($1)>1},(Vg)？{len($1)>1},8
独木棺{len(3)},语法错误，限制条件格式错误,8
退市{len(2)},语法错误，限制条件格式错误,8
(v)靠{($1)<2},(v)靠{len($1)<2},8
李国庆@@@@说,李国庆@说,8
(ns)着{($1)=3},(ns)着{len($1)=3},8
(v)莫{($1)=2},(v)莫{len($1)=2},8
真n。v{$1=$2},真(n)。(v){$1=$2},8
***也,*也,8
发展@@@毕其功于一役,发展@毕其功于一役,8
培养***干部,培养*干部,8
方面{len(2)},语法错误，限制条件格式错误,8
(ad)花{($1)=2},(ad)花{len($1)=2},8
(vn)按{($1)=2},(vn)按{len($1)=2},8
滴答{len(2)},语法错误，限制条件格式错误,8
(v)身边{($1)<2},(v)身边{len($1)<2},8
(v)表{($1)<3},(v)表{len($1)<3},8
(j)速度{($1)<2},(j)速度{len($1)<2},8
水资源****形势,水资源*形势,8
(m)嘛{($1)>4},(m)嘛{len($1)>4},8
上{len(1)},语法错误，限制条件格式错误,8
(w)先{($1)=1},(w)先{len($1)=1},8
(nr)着{($1)<9},(nr)着{len($1)<9},8
：{len(1)},语法错误，限制条件格式错误,8
(v)那个{($1)>1},(v)那个{len($1)>1},8
(v)回{($1)<3},(v)回{len($1)<3},8
做@@，,做@，,8
(u)男朋友{($1)<2},(u)男朋友{len($1)<2},8
行政{len(2)},语法错误，限制条件格式错误,8
(n)三{($1)<3},(n)三{len($1)<3},8
(n)晚{($1)<3},(n)晚{len($1)<3},8
找{len(1)},语法错误，限制条件格式错误,8
(d)着{($1)>2},(d)着{len($1)>2},8
(v)照顾{($1)=2},(v)照顾{len($1)=2},8
格局{len(2)},语法错误，限制条件格式错误,8
不甘寂寞b{len($1)=4},不甘寂寞(b){len($1)=4},8
(n)过来{($1)=2},(n)过来{len($1)=2},8
缺{len(1)},语法错误，限制条件格式错误,8
v人格{len($1)>2},(v)人格{len($1)>2},8
(w)屁{($1)>1},(w)屁{len($1)>1},8
(w)说{($1)=1},(w)说{len($1)=1},8
当m{len($1)=1},当(m){len($1)=1},8
***入云,*入云,8
(v)这边{($1)<3},(v)这边{len($1)<3},8
，**最,，*最,8
挥别n尴尬a{$1=$2},挥别(n)尴尬(a){$1=$2},8
(n)刷{($1)=2},(n)刷{len($1)=2},8
香港{len(2)},语法错误，限制条件格式错误,8
(d)着{($1)>1},(d)着{len($1)>1},8
增试点{len(3)},语法错误，限制条件格式错误,8
有**于,有*于,8
(n)名{($1)=1},(n)名{len($1)=1},8
来源***：,来源*：,8
(p)这次{($1)<2},(p)这次{len($1)<2},8
(c)难受{($1)>1},(c)难受{len($1)>1},8
(i)着{($1)<5},(i)着{len($1)<5},8
(v)其实{($1)>2},(v)其实{len($1)>2},8
公交车{len(3)},语法错误，限制条件格式错误,8
(n)大概{($1)=2},(n)大概{len($1)=2},8
(u)担心{($1)>1},(u)担心{len($1)>1},8
(a)上午{($1)<3},(a)上午{len($1)<3},8
全国{len(2)},语法错误，限制条件格式错误,8
(ns)工{($1)=2},(ns)工{len($1)=2},8
补nz{len($1)=1},补(nz){len($1)=1},8
艰难Tg。h{$1=$2},艰难(Tg)。(h){$1=$2},8
(v)地方{($1)>1},(v)地方{len($1)>1},8
(v)惹{($1)>2},(v)惹{len($1)>2},8
坚持***统筹,坚持*统筹,8
(n)口{($1)=1},(n)口{len($1)=1},8
改变***？,改变*？,8
(n)来{($1)<3},(n)来{len($1)<3},8
(n)号码{($1)<4},(n)号码{len($1)<4},8
(n)假{($1)>1},(n)假{len($1)>1},8
抓好{len(2)},语法错误，限制条件格式错误,8
(ns)拜{($1)<3},(ns)拜{len($1)<3},8
郭子恒nz同志k{$1=$2},郭子恒(nz)同志(k){$1=$2},8
医保@@@？,医保@？,8
地图{len(2)},语法错误，限制条件格式错误,8
持续***增长,持续*增长,8
有奖b{len($1)=2},有奖(b){len($1)=2},8
(n)住{($1)<3},(n)住{len($1)<3},8
(vn)着{($1)>2},(vn)着{len($1)>2},8
v禹华{len($1)>2},(v)禹华{len($1)>2},8
(w)加{($1)>1},(w)加{len($1)>1},8
(n)男{($1)>2},(n)男{len($1)>2},8
(v)没事{($1)>2},(v)没事{len($1)>2},8
民用{len(2)},语法错误，限制条件格式错误,8
(ns)着{($1)<3},(ns)着{len($1)<3},8
大力{len(2)},语法错误，限制条件格式错误,8
(w)要{($1)>1},(w)要{len($1)>1},8
(a)最后{($1)>1},(a)最后{len($1)>1},8
d。{len($1)>1},(d)。{len($1)>1},8
(l)外{($1)>2},(l)外{len($1)>2},8
防患于未然{len(5)},语法错误，限制条件格式错误,8
暗箱{len(2)},语法错误，限制条件格式错误,8
(w)黑{($1)<2},(w)黑{len($1)<2},8
更新***不,更新*不,8
(nr)两{($1)=3},(nr)两{len($1)=3},8
(m)着{($1)<2},(m)着{len($1)<2},8
(v)外面{($1)>2},(v)外面{len($1)>2},8
(v)道{($1)<3},(v)道{len($1)<3},8
(n)关{($1)>2},(n)关{len($1)>2},8
好不vn{len($1)=2},好不(vn){len($1)=2},8
(n)哎呀{($1)=2},(n)哎呀{len($1)=2},8
(r)一会{($1)>2},(r)一会{len($1)>2},8
所有{len(2)},语法错误，限制条件格式错误,8
***偏颇,*偏颇,8
(n)些{($1)=3},(n)些{len($1)=3},8
舍{len(1)},语法错误，限制条件格式错误,8
售票***占,售票*占,8
大学{len(2)},语法错误，限制条件格式错误,8
砸**店,砸*店,8
(n)停{($1)=2},(n)停{len($1)=2},8
(n)以{($1)>2},(n)以{len($1)>2},8
意味着{len(3)},语法错误，限制条件格式错误,8
(v)公司{($1)<3},(v)公司{len($1)<3},8
构建{len(2)},语法错误，限制条件格式错误,8
(v)老公{($1)>1},(v)老公{len($1)>1},8
(l)包{($1)>4},(l)包{len($1)>4},8
(p)两{($1)>1},(p)两{len($1)>1},8
(c)着{($1)>1},(c)着{len($1)>1},8
十六{len(2)},语法错误，限制条件格式错误,8
蓄水{len(2)},语法错误，限制条件格式错误,8
个性化{len(3)},语法错误，限制条件格式错误,8
(w)报{($1)=1},(w)报{len($1)=1},8
首先@@@。,首先@。,8
一**时刻,一*时刻,8
加蓬{len(2)},语法错误，限制条件格式错误,8
老兵k{len($1)=2},老兵(k){len($1)=2},8
(v)那个{($1)>2},(v)那个{len($1)>2},8
的y{len($1)=1},的(y){len($1)=1},8
(v)全{($1)=1},(v)全{len($1)=1},8
(w)撒{($1)>1},(w)撒{len($1)>1},8
(n)五{($1)=2},(n)五{len($1)=2},8
(l)着{($1)<4},(l)着{len($1)<4},8
(n)喂{($1)<4},(n)喂{len($1)<4},8
(n)样{($1)=2},(n)样{len($1)=2},8
想n了v{$1=$2},想(n)了(v){$1=$2},8
(w)穷{($1)=1},(w)穷{len($1)=1},8
(n)上班{($1)>3},(n)上班{len($1)>3},8
(n)乖{($1)<3},(n)乖{len($1)<3},8
(n)掉{($1)=3},(n)掉{len($1)=3},8
(n)着{($1)=4},(n)着{len($1)=4},8
(d)身{($1)=1},(d)身{len($1)=1},8
(v)那边{($1)>2},(v)那边{len($1)>2},8
高手@@@就,高手@就,8
(t)电视{($1)<3},(t)电视{len($1)<3},8
不是n{len($1)=2},不是(n){len($1)=2},8
(c)咱{($1)=1},(c)咱{len($1)=1},8
(w)向{($1)=1},(w)向{len($1)=1},8
说Vg{len($1)=1},说(Vg){len($1)=1},8
事迹{len(2)},语法错误，限制条件格式错误,8
(n)浪费{($1)<3},(n)浪费{len($1)<3},8
(w)拜{($1)<2},(w)拜{len($1)<2},8
***抛物,*抛物,8
巴山@@@家政,巴山@家政,8
(w)热{($1)=1},(w)热{len($1)=1},8
(w)回来{($1)=1},(w)回来{len($1)=1},8
(v)空{($1)=2},(v)空{len($1)=2},8
郭c说h{$1=$2},郭(c)说(h){$1=$2},8
(v)别人{($1)=1},(v)别人{len($1)=1},8
v橱窗{len($1)>2},(v)橱窗{len($1)>2},8
以**为,以*为,8
(q)呵呵{($1)<2},(q)呵呵{len($1)<2},8
(j)洗澡{($1)=2},(j)洗澡{len($1)=2},8
(n)第一次{($1)<3},(n)第一次{len($1)<3},8
小@@。,小@。,8
公开法@@@@以下,公开法@以下,8
(n)欺负{($1)=2},(n)欺负{len($1)=2},8
四{len(1)},语法错误，限制条件格式错误,8
(v)男朋友{($1)<3},(v)男朋友{len($1)<3},8
(w)下来{($1)=1},(w)下来{len($1)=1},8
为何@@@热点,为何@热点,8
热线{len(2)},语法错误，限制条件格式错误,8
(v)每次{($1)<3},(v)每次{len($1)<3},8
