query,type
看到+(u)+希望{len($1)!=2},6
看到 (u) 希望{len($1)!=2},6
(n){end($1)=[人]},6
(v)+花样+守住+单纯+(c){len($2)=1},6
(v) 花样 守住 单纯 (c){len($2)=1},6
(a)+镇年+财政+收入+的+(q){len($1)=1; len($2)!=2},6
(a) 镇年 财政 收入 的 (q){len($1)=1; len($2)!=2},6
(v)+(w){count<862},6
(v) (w){count<862},6
(v)+(n){len($1)=1},6
(v) (n){len($1)=1},6
行为+(v){begin($1)=[违+美+丢]},6
行为 (v){begin($1)=[违 美 丢]},6
有+(u)+新{count>5},6
有 (u) 新{count>5},6
面前+(d)+能{count<710},6
面前 (d) 能{count<710},6
(n)+不{len($1)>1},6
(n) 不{len($1)>1},6
(n)+引人深思+(w){len($1)=2},6
(n) 引人深思 (w){len($1)=2},6
(v)里(v)气{$1=$2;len($1)=1},6
与+(v){len($1)=2},6
与 (v){len($1)=2},6
(nr)+说{len($1)<5},6
(nr) 说{len($1)<5},6
(v)+(w){$1=$2},6
(v) (w){$1=$2},6
习近平+(n)+出访{len($1)!=3},6
习近平 (n) 出访{len($1)!=3},6
》+(u)+载{len($1)!=2},6
》 (u) 载{len($1)!=2},6
既(n)又(n){len($1)=1;len($2)=1},6
比亚+(v)+王毅{end($1)=[见+杨]},6
比亚 (v) 王毅{end($1)=[见 杨]},6
想+(v)+经济{len($1)=1},6
想 (v) 经济{len($1)=1},6
(w)+是+科学+精神+(w){$1=$2},6
(w) 是 科学 精神 (w){$1=$2},6
(nr)+说{mid($1)!=[压+托]},6
(nr) 说{mid($1)!=[压 托]},6
(v)+农村+(w){$1!=$2},6
(v) 农村 (w){$1!=$2},6
(d)+需+(v){len($1)!=2; len($2)=2},6
(d) 需 (v){len($1)!=2; len($2)=2},6
其实+(w)+王静{count>2},6
其实 (w) 王静{count>2},6
什么(n)的(n)的{$1!=$2},6
(v)就(v)了{$1=$2},6
(v)+实践+(u){len($2)=1},6
(v) 实践 (u){len($2)=1},6
(n)+击退{count>10},6
(n) 击退{count>10},6
结+(n){end($1)=[子+装]},6
结 (n){end($1)=[子 装]},6
(V)都没(V)+{$1=$2},6
(V)都没(V) {$1=$2},6
致力于+(v)+会议{len($1)>1},6
致力于 (v) 会议{len($1)>1},6
说+(u)+算{len($1)!=2},6
说 (u) 算{len($1)!=2},6
件+(n)+真的{count>8},6
件 (n) 真的{count>8},6
(n)+(w){len($1)>1},6
(n) (w){len($1)>1},6
推动+(n)+新{end($1)!=[吓+八+哄+版]},6
推动 (n) 新{end($1)!=[吓 八 哄 版]},6
同比+(v){count>3},6
同比 (v){count>3},6
(V)都不必(V){$1=$2},6
(n)之(n)+{$1=$2},6
(n)之(n) {$1=$2},6
(c)中的(c){$1=$2},6
灾难+(n){begin($1)=[状+什+挣]},6
灾难 (n){begin($1)=[状 什 挣]},6
至+(w)+盘点{count<772},6
至 (w) 盘点{count<772},6
避免+(v){len($1)!=5},6
避免 (v){len($1)!=5},6
(v)不(v){$1=$2},6
(a)什么(a){$1=$2;len($1)=2},6
(n)天(n)地{$1=$2},6
(d)+闪烁{len($1)=2},6
(d) 闪烁{len($1)=2},6
(s)+(u){len($1)>2},6
(s) (u){len($1)>2},6
(d)+上{count>6},6
(d) 上{count>6},6
(ns)+双创{begin($1)!=[位+军]},6
(ns) 双创{begin($1)!=[位 军]},6
被+(n)+移送{len($1)<3},6
被 (n) 移送{len($1)<3},6
从+(n)+后{count>7},6
从 (n) 后{count>7},6
权+(p)+法定{len($1)!=2},6
权 (p) 法定{len($1)!=2},6
(nr)+师傅+(d){len($1)=1; len($2)!=3},6
(nr) 师傅 (d){len($1)=1; len($2)!=3},6
(m)+、{len($1)=1},6
(m) 、{len($1)=1},6
教育+(c)+人力{count>6},6
教育 (c) 人力{count>6},6
(nr)+说+(w){begin($1)=[朱+兵+与+盖]},6
(nr) 说 (w){begin($1)=[朱 兵 与 盖]},6
(u)+结束+(v){len($1)!=2; len($2)!=2},6
(u) 结束 (v){len($1)!=2; len($2)!=2},6
将+(n){len($1)=2},6
将 (n){len($1)=2},6
细化+(vn)+质量{len($1)>1},6
细化 (vn) 质量{len($1)>1},6
，+(v)+市场准入{len($1)>1},6
， (v) 市场准入{len($1)>1},6
(m)大(n){len($1)=1;len($2)=2},6
(v)什么(V){$1=$2;len($1)=1},6
你+(v)+县长{count>2},6
你 (v) 县长{count>2},6
(a)不{len($1)=1},6
还要+(m)+匹{count>4},6
还要 (m) 匹{count>4},6
(v)不是(v){$1=$2},6
鉴赏(n)*w{len($1)=2},6
加快+(n)+转型{begin($1)!=[跑+刷]},6
加快 (n) 转型{begin($1)!=[跑 刷]},6
说+(a)+的{count>8},6
说 (a) 的{count>8},6
(s)+优势+显+，+点球+(n){len($1)=2},6
(s) 优势 显 ， 点球 (n){len($1)=2},6
他+(d)+单独{count<332},6
他 (d) 单独{count<332},6
受到+(d)+多{len($1)!=2},6
受到 (d) 多{len($1)!=2},6
(v)都不曾(v){$1=$2},6
(v)+取消+审批+，+改为+备案+(w){$1=$2},6
(v) 取消 审批 ， 改为 备案 (w){$1=$2},6
路径+(v)+。{begin($1)!=[盘+命]},6
路径 (v) 。{begin($1)!=[盘 命]},6
(t)的(t){$1=$2},6
说(n)不(n){$1=$2},6
下来+(w){count<220},6
下来 (w){count<220},6
最终+(n)+已{count>8},6
最终 (n) 已{count>8},6
不(v)也得(v){$1=$2},6
(a)+经济{count>3},6
(a) 经济{count>3},6
了+(vn)+。{count<803},6
了 (vn) 。{count<803},6
说+(w){count<246},6
说 (w){count<246},6
这块+(n)+，{count>2},6
这块 (n) ，{count>2},6
(c)+官兵+(v){len($1)=2},6
(c) 官兵 (v){len($1)=2},6
的+(n)+！{end($1)!=[晓+版+一+就]},6
的 (n) ！{end($1)!=[晓 版 一 就]},6
(nr)+说{count>7},6
(nr) 说{count>7},6
没v就a{$1=$2},6
相濡以沫+(i){len($1)<5},6
相濡以沫 (i){len($1)<5},6
(p)+(n){len($2)>1},6
(p) (n){len($2)>1},6
(n)+、+李琰+采访+(v){len($1)!=2; len($2)!=3},6
(n) 、 李琰 采访 (v){len($1)!=2; len($2)!=3},6
穿过+(n)+。{mid($1)!=[闪+纸]},6
穿过 (n) 。{mid($1)!=[闪 纸]},6
受到+(vn)+。{end($1)=[迎+打+狗+工]},6
受到 (vn) 。{end($1)=[迎 打 狗 工]},6
的+(n)+。{len($1)=2},6
的 (n) 。{len($1)=2},6
(v)就(v)在{$1=$2},6
这+(m)+需要{begin($1)=[一+忘+搜+就]},6
这 (m) 需要{begin($1)=[一 忘 搜 就]},6
(w)+只好+随+它+去+(y){$1=$2},6
(w) 只好 随 它 去 (y){$1=$2},6
本报+(n)+文化部{end($1)!=[老+必+笨]},6
本报 (n) 文化部{end($1)!=[老 必 笨]},6
不(..)白不(..){$1=$2},6
(v)的又(v){$1=$2},6
世面+(y)+。{count>8},6
世面 (y) 。{count>8},6
(a)就(a)吧{$1=$2},6
(a)了就(a)了{$1=$2},6
还+(v)+啊{count>10},6
还 (v) 啊{count>10},6
萌生+(u)+拔{len($1)!=2},6
萌生 (u) 拔{len($1)!=2},6
依法+(v)+。{end($1)=[政+跳+餐+惨]},6
依法 (v) 。{end($1)=[政 跳 餐 惨]},6
(m)种(n){len($1)=1},6
团组织+(w){count<362},6
团组织 (w){count<362},6
(nr)+说{begin($1)=[老+边]},6
(nr) 说{begin($1)=[老 边]},6
引导+(w){count>9},6
引导 (w){count>9},6
(v)也罢不(v)也罢{$1=$2},6
曹道衡+(w){count>8},6
曹道衡 (w){count>8},6
胜利(v){len($1)=2;$1!=[]},6
保存(n)*w{len($1)=2},6
(nr)+等{mid($1)=[洁+香+啦]},6
(nr) 等{mid($1)=[洁 香 啦]},6
有+(u)+的{count>6},6
有 (u) 的{count>6},6
不(r)不(r){$1!=$2;len($1)=1},6
(m)+提高+(vn){count>5},6
(m) 提高 (vn){count>5},6
要(v)+不+(v){$1=$2},6
要(v) 不 (v){$1=$2},6
培训+(n)+脱贫{len($1)!=3},6
培训 (n) 脱贫{len($1)!=3},6
(a)不(a){$1=$2},6
(a)都(a)了{$1=$2},6
副部长+(nr)+出席{mid($1)=[世+朋+这+表]},6
副部长 (nr) 出席{mid($1)=[世 朋 这 表]},6
(b)+、{count<958},6
(b) 、{count<958},6
优化+(v)+。{begin($1)=[升+杯+说+没]},6
优化 (v) 。{begin($1)=[升 杯 说 没]},6
(nr)+说{end($1)!=[答+奇]},6
(nr) 说{end($1)!=[答 奇]},6
不(v)你(v)谁{$1=$2},6
不(v)+谁(v){$1=$2},6
不(v) 谁(v){$1=$2},6
(a)的(n){$2=[声音]},6
(m)是(m){$1=$2}+,6
(m)是(m){$1=$2} ,6
探索+(n)+收益{len($1)=2},6
探索 (n) 收益{len($1)=2},6
从+(n)+喇叭{len($1)<3},6
从 (n) 喇叭{len($1)<3},6
拓展+(n)+大{count<714},6
拓展 (n) 大{count<714},6
(n)+，+多+矣+(w){len($1)!=3},6
(n) ， 多 矣 (w){len($1)!=3},6
条件+(u)+。{count<122},6
条件 (u) 。{count<122},6
的+(r)+树{count>9},6
的 (r) 树{count>9},6
是+(r)+寂寞{count>9},6
是 (r) 寂寞{count>9},6
合影+(w){count>2},6
合影 (w){count>2},6
(v)都甭(v){$1=$2},6
(../n)+(../v)+{$1$2/[n+v+a+]},6
(../n) (../v) {$1$2/[n v a ]},6
安排+(w){count>4},6
安排 (w){count>4},6
比喻+(w){count>9},6
比喻 (w){count>9},6
江心岛+(v)+了{count>4},6
江心岛 (v) 了{count>4},6
的+(a)+投入{begin($1)=[巨+生+总+楼]},6
的 (a) 投入{begin($1)=[巨 生 总 楼]},6
(z)+的+(n)+{len($1)=3},6
(z) 的 (n) {len($1)=3},6
一致(n)*w{len($1)=2},6
过日子+(v){len($1)<3},6
过日子 (v){len($1)<3},6
(n)+分化{len($1)<3},6
(n) 分化{len($1)<3},6
湖北+(n){begin($1)!=[汗+猛]},6
湖北 (n){begin($1)!=[汗 猛]},6
卖给(n)(r){len($1)<4;len($2)<4},6
路且+(a){count<600},6
路且 (a){count<600},6
(v)的(v){$1=$2},6
(nr)+说{count<152},6
(nr) 说{count<152},6
提升+(v)+级别{len($1)=2},6
提升 (v) 级别{len($1)=2},6
a中的a{$1=$2},6
当日+(r)+场次{len($1)<3},6
当日 (r) 场次{len($1)<3},6
阿登·法力哈+(v)+。{len($1)!=2},6
阿登·法力哈 (v) 。{len($1)!=2},6
祖丽+(nr){len($1)=2},6
祖丽 (nr){len($1)=2},6
(i){len($1)=4;count<500},6
(v)也不必(v){$1=$2},6
变+(n)+，{begin($1)!=[怪+上]},6
变 (n) ，{begin($1)!=[怪 上]},6
高度+(v)+。{len($1)=2},6
高度 (v) 。{len($1)=2},6
(v)+(d){len($1)!=3; len($2)!=2},6
(v) (d){len($1)!=3; len($2)!=2},6
成功v{count>1000},6
医疗+(n)+建言{begin($1)!=[像+主+多+托]},6
医疗 (n) 建言{begin($1)!=[像 主 多 托]},6
，+(w)+十条{count<108},6
， (w) 十条{count<108},6
趋势+(n){len($1)>1},6
趋势 (n){len($1)>1},6
(v){len($1)<3},6
(a)不到哪里去{len($1)>1},6
是+(n)+？{end($1)!=[笑+学]},6
是 (n) ？{end($1)!=[笑 学]},6
实施(n)*w{len($1)=2},6
(nr)+认为+(w){mid($1)!=[武+零+买+班]},6
(nr) 认为 (w){mid($1)!=[武 零 买 班]},6
不仅+(v)+荣誉{count<274},6
不仅 (v) 荣誉{count<274},6
(v)+新{begin($1)=[需+闷+城]},6
(v) 新{begin($1)=[需 闷 城]},6
./(v)./(v)不{$1=$2},6
、+(vn)+内容{begin($1)=[试+头+滴]},6
、 (vn) 内容{begin($1)=[试 头 滴]},6
(t)+，{count<469},6
(t) ，{count<469},6
(n)+建设+龙头+中国+能+建+(a){len($1)=2; len($2)=2},6
(n) 建设 龙头 中国 能 建 (a){len($1)=2; len($2)=2},6
地方+(v)+就是{count>9},6
地方 (v) 就是{count>9},6
多元+(v){count<358},6
多元 (v){count<358},6
../a+(a){len($1)=1},6
../a (a){len($1)=1},6
(nt)+(n){len($1)!=4; len($2)=2},6
(nt) (n){len($1)!=4; len($2)=2},6
(v)+更+便宜+的+医疗+(w){len($1)=2},6
(v) 更 便宜 的 医疗 (w){len($1)=2},6
点燃+(v)+引擎{count<447},6
点燃 (v) 引擎{count<447},6
忽(m)忽(m){$1!=$2},6
(n)+(v){end($1)!=[偶+望+帅+应]},6
(n) (v){end($1)!=[偶 望 帅 应]},6
医生+(w){count>7},6
医生 (w){count>7},6
壁垒+(n)+观澜{begin($1)=[体+身+挑+越]},6
壁垒 (n) 观澜{begin($1)=[体 身 挑 越]},6
会(v)的(v){$1=$2},6
(d)+振一振{end($1)!=[粉+而+挑]},6
(d) 振一振{end($1)!=[粉 而 挑]},6
文+(nr)+走{end($1)=[荣+忘+楼+叫]},6
文 (nr) 走{end($1)=[荣 忘 楼 叫]},6
揣+(u)+明白{len($1)=1},6
揣 (u) 明白{len($1)=1},6
对此+(w)+中科院{count>10},6
对此 (w) 中科院{count>10},6
(nr)+说{len($1)>2},6
(nr) 说{len($1)>2},6
热情+(v)+。{end($1)=[请+网+麽]},6
热情 (v) 。{end($1)=[请 网 麽]},6
的+(ns)+汾河{count>7},6
的 (ns) 汾河{count>7},6
(v)+日常+生活+中+的+心灵+(v){end($1)=[v+泡+聊+凶]; len($2)=2},6
(v) 日常 生活 中 的 心灵 (v){end($1)=[v 泡 聊 凶]; len($2)=2},6
信用+(vn)+：{count>5},6
信用 (vn) ：{count>5},6
立行+(v){end($1)=[改+而]},6
立行 (v){end($1)=[改 而]},6
(d)+经历+显着+调整+(w){count<306},6
(d) 经历 显着 调整 (w){count<306},6
谁(v).+也不(v){$1=$2},6
谁(v). 也不(v){$1=$2},6
说(n)就(n){$1=$2},6
为何+(r)+之{len($1)=2},6
为何 (r) 之{len($1)=2},6
是+(m)+系统{begin($1)=[一+志]},6
是 (m) 系统{begin($1)=[一 志]},6
《+(nr)+游记{mid($1)!=[面+难+摆+勇]},6
《 (nr) 游记{mid($1)!=[面 难 摆 勇]},6
确认(n)*w{len($1)=2},6
(f)中的(f){$1=$2},6
(才){$1=[c]}+,6
(才){$1=[c]} ,6
该(v)的(v)了{$1=$2},6
(v)+是+(r){len($1)>1},6
(v) 是 (r){len($1)>1},6
容易+(v)+积分{count<140},6
容易 (v) 积分{count<140},6
(n)是(n){$1=$2},6
(v)+资金+结算+(vn){begin($2)=[监+喽]},6
(v) 资金 结算 (vn){begin($2)=[监 喽]},6
不(v).+(v)什么{$1=$2},6
不(v). (v)什么{$1=$2},6
民俗+(n)+。{end($1)=[景+卖+美]},6
民俗 (n) 。{end($1)=[景 卖 美]},6
灵魂+(w){count>8},6
灵魂 (w){count>8},6
(n)里(n)气{$1=$2},6
(a)就(a)了{$1=$2},6
健全+(c)+完善{len($1)!=2},6
健全 (c) 完善{len($1)!=2},6
，+v了又v{$1!=$2},6
， v了又v{$1!=$2},6
(nt)+晋级{begin($1)=[韩+雪+拿]},6
(nt) 晋级{begin($1)=[韩 雪 拿]},6
(nr)+大爷{len($1)!=2},6
(nr) 大爷{len($1)!=2},6
(m)中的(m){$1=$2},6
登山(n)*w{len($1)=2},6
创造+(vn)+条件{count<375},6
创造 (vn) 条件{count<375},6
(n)+，+生活+(n){len($1)!=4; len($2)!=3},6
(n) ， 生活 (n){len($1)!=4; len($2)!=3},6
爸爸+(w)+你{count<154},6
爸爸 (w) 你{count<154},6
(n)+死亡+还是+脑死亡+(v){count<313},6
(n) 死亡 还是 脑死亡 (v){count<313},6
负责人+(v)+。{count<259},6
负责人 (v) 。{count<259},6
(v)+(w){count<502},6
(v) (w){count<502},6
折射+(a)+的{count>4},6
折射 (a) 的{count>4},6
(d)什么(d){$1=$2},6
(n)怪(a)的{len($2)=2},6
一(v).就(v){$1=$2;len($1)},6
有+(n){begin($1)!=[杰+站]},6
有 (n){begin($1)!=[杰 站]},6
../v+(a){len($1)=2},6
../v (a){len($1)=2},6
(n)+将+(ad){len($1)=2; end($2)=[ad+望]},6
(n) 将 (ad){len($1)=2; end($2)=[ad 望]},6
民营+(u)+参差不齐{count>7},6
民营 (u) 参差不齐{count>7},6
完成+(n)+。{len($1)>1},6
完成 (n) 。{len($1)>1},6
能+(vx)+跨行{begin($1)=[进+凉]},6
能 (vx) 跨行{begin($1)=[进 凉]},6
，+(v)+一{count<934},6
， (v) 一{count<934},6
又+(v)+于{begin($1)!=[着+第+于+来]},6
又 (v) 于{begin($1)!=[着 第 于 来]},6
(v)+(w){count>5},6
(v) (w){count>5},6
民族+(n)+的{len($1)>1},6
民族 (n) 的{len($1)>1},6
现象+(w)+身边{count>10},6
现象 (w) 身边{count>10},6
担心+(w){count<452},6
担心 (w){count<452},6
传统+(a)+队{len($1)!=2},6
传统 (a) 队{len($1)!=2},6
彰武县+(d)+是{count>8},6
彰武县 (d) 是{count>8},6
在+(v){end($1)!=[低+家+相]},6
在 (v){end($1)!=[低 家 相]},6
(v)+民族{len($1)!=2},6
(v) 民族{len($1)!=2},6
(n)+没{len($1)!=3},6
(n) 没{len($1)!=3},6
(c)+(n){len($2)<6},6
(c) (n){len($2)<6},6
(r)+驻{len($1)>1},6
(r) 驻{len($1)>1},6
社会+(n){begin($1)=[结+迷+做+丁]},6
社会 (n){begin($1)=[结 迷 做 丁]},6
继续+(vx){len($1)!=3},6
继续 (vx){len($1)!=3},6
(m)+是{len($1)!=2},6
(m) 是{len($1)!=2},6
(n)言(n)语{$1=$2},6
老栓+(v)+地里{begin($1)!=[莫+零+压+韩]},6
老栓 (v) 地里{begin($1)!=[莫 零 压 韩]},6
请+(v)+记者{len($1)=1},6
请 (v) 记者{len($1)=1},6
(v)他m{len($1)=1},6
是+(v)+目录{count<512},6
是 (v) 目录{count<512},6
案件+(v)+着手{begin($1)=[分+雷+数]},6
案件 (v) 着手{begin($1)=[分 雷 数]},6
./a+(a){len($1)=1},6
./a (a){len($1)=1},6
我们+(r)+造成{len($1)>1},6
我们 (r) 造成{len($1)>1},6
(d)+搞{count>9},6
(d) 搞{count>9},6
(nr)+说{begin($1)!=[斤+拉+一]},6
(nr) 说{begin($1)!=[斤 拉 一]},6
德字+(w){count<262},6
德字 (w){count<262},6
(r)+(a){len($1)!=3; len($2)!=3},6
(r) (a){len($1)!=3; len($2)!=3},6
富有+(w){count<903},6
富有 (w){count<903},6
(v)+(n){len($2)=2},6
(v) (n){len($2)=2},6
一(..)是一(..){$1=$2},6
(n)+(w){count<259},6
(n) (w){count<259},6
(v)在+n[ns+f+s]{len($1)=1},6
(v)在 n[ns f s]{len($1)=1},6
(v)也好(v)也好{$1!=$2},6
造成+(d)+撞{begin($1)=[连+往]},6
造成 (d) 撞{begin($1)=[连 往]},6
牵出+(v)+大案{end($1)!=[离+吻]},6
牵出 (v) 大案{end($1)!=[离 吻]},6
耳朵+(v)+这样{len($1)=1},6
耳朵 (v) 这样{len($1)=1},6
(ns)+国际+(n){end($2)!=[逼+料+跑+婆]},6
(ns) 国际 (n){end($2)!=[逼 料 跑 婆]},6
不均+(w)+两极{count>8},6
不均 (w) 两极{count>8},6
(d)+(v){len($1)!=2},6
(d) (v){len($1)!=2},6
感叹+(w){count<477},6
感叹 (w){count<477},6
想像(n)*w{len($1)=2},6
(nr)+强调{begin($1)!=[差+本]},6
(nr) 强调{begin($1)!=[差 本]},6
以+(n)+的{len($1)<4},6
以 (n) 的{len($1)<4},6
(v)上一(v){$1=$2;len($1)=1},6
(v)他(a){len($1)=1},6
不(v)不(v){$1!=$2},6
的+(w){count<611},6
的 (w){count<611},6
农村+(c)+中小{len($1)=1},6
农村 (c) 中小{len($1)=1},6
(m)大(n){len($1)=4;len($2)>1},6
./a+(a){len($1)=2},6
./a (a){len($1)=2},6
开会(n)*w{len($1)=2},6
(n)+李旦+(w){len($1)!=3},6
(n) 李旦 (w){len($1)!=3},6
死囚+(n){begin($1)=[器+爆+开]},6
死囚 (n){begin($1)=[器 爆 开]},6
(r)+，+步行者+(n){begin($1)!=[婷+批]},6
(r) ， 步行者 (n){begin($1)!=[婷 批]},6
一起+(w){count>2},6
一起 (w){count>2},6
(vn)+人员{len($1)!=3},6
(vn) 人员{len($1)!=3},6
是+(r)+的{count>3},6
是 (r) 的{count>3},6
(ns)+如何+进行+改革+(w){count>7},6
(ns) 如何 进行 改革 (w){count>7},6
人生+(u)+扣子{count<810},6
人生 (u) 扣子{count<810},6
让+(nr)+立厚{count<310},6
让 (nr) 立厚{count<310},6
爱+(v)+。{len($1)=2},6
爱 (v) 。{len($1)=2},6
一(a)就(a){$1=$2},6
(nr)+(nr){$1=$2},6
(nr) (nr){$1=$2},6
(u)+本+(v){len($1)!=2},6
(u) 本 (v){len($1)!=2},6
(n)里(n)气{$1=$2;len($1)=1},6
(n)+生产{end($1)=[业+插]},6
(n) 生产{end($1)=[业 插]},6
看+(n){len($1)<3},6
看 (n){len($1)<3},6
党政+(n)+变身{len($1)=2},6
党政 (n) 变身{len($1)=2},6
(v)+与{len($1)>1},6
(v) 与{len($1)>1},6
放下+(r)+就{count<553},6
放下 (r) 就{count<553},6
(n)什么(n){$1=$2;len($1)=2},6
中高端+(n)+明显{begin($1)!=[当+保+钟]},6
中高端 (n) 明显{begin($1)!=[当 保 钟]},6
，+(v)+基础{count>10},6
， (v) 基础{count>10},6
免费+(w){count>3},6
免费 (w){count>3},6
说(a)就(a){$1=$2},6
c中的c{$1=$2},6
，+(n)+专家{end($1)=[业+子+赌]},6
， (n) 专家{end($1)=[业 子 赌]},6
参考(n)*w{len($1)=2},6
靠+(l)+完成{begin($1)=[加+捏+酸]},6
靠 (l) 完成{begin($1)=[加 捏 酸]},6
母亲+(u)+另{len($1)!=2},6
母亲 (u) 另{len($1)!=2},6
(v)来(v)去{$1=$2},6
关系+(a)+。{count>9},6
关系 (a) 。{count>9},6
(v)+互联网{len($1)!=3},6
(v) 互联网{len($1)!=3},6
(v)就(v)个{$1=$2},6
三+(q)+面孔{count>3},6
三 (q) 面孔{count>3},6
的(n)的(n){$1!=$2},6
引发+(u)+我{count>2},6
引发 (u) 我{count>2},6
从+(ns)+到{count<607},6
从 (ns) 到{count<607},6
比较(n)*w{len($1)=2},6
农村+(v)+不要{len($1)!=3},6
农村 (v) 不要{len($1)!=3},6
人民+(n){len($1)>1},6
人民 (n){len($1)>1},6
向(r)付(r){len($1)<4;len($2)<4},6
写好+(n)+的{begin($1)!=[灵+现+付]},6
写好 (n) 的{begin($1)!=[灵 现 付]},6
，+(v)+南南合作{len($1)>1},6
， (v) 南南合作{len($1)>1},6
道+(w){count>10},6
道 (w){count>10},6
(nr)+，+黄浦区+区委+副书记+(w){count<694},6
(nr) ， 黄浦区 区委 副书记 (w){count<694},6
(v)也好不(v)也罢{$1=$2},6
要(n)有(n){$1=$2},6
对+(ns)+关系{len($1)<3},6
对 (ns) 关系{len($1)<3},6
(v)就(v)吧{$1=$2;len($1)=1},6
为+(n)+文献{count<201},6
为 (n) 文献{count<201},6
一盘棋+(w)+铁腕{count<223},6
一盘棋 (w) 铁腕{count<223},6
浓度+(v){len($1)>1},6
浓度 (v){len($1)>1},6
在+(n)+。{len($1)!=3},6
在 (n) 。{len($1)!=3},6
我+(n)+中{len($1)!=2},6
我 (n) 中{len($1)!=2},6
根除+(w)+就{count>8},6
根除 (w) 就{count>8},6
社区+(v)+实现{len($1)!=2},6
社区 (v) 实现{len($1)!=2},6
(b)+热情{len($1)=2},6
(b) 热情{len($1)=2},6
旅行+(w)+在{count>7},6
旅行 (w) 在{count>7},6
(v)+，{len($1)=2},6
(v) ，{len($1)=2},6
灌坝+(n)+党委{len($1)<3},6
灌坝 (n) 党委{len($1)<3},6
位+(v)+南马{end($1)=[加+人]},6
位 (v) 南马{end($1)=[加 人]},6
(n)+(w){begin($1)!=[坑+欢]},6
(n) (w){begin($1)!=[坑 欢]},6
马+(w){count<446},6
马 (w){count<446},6
(vn)+服务+体系+初步+(v){len($1)<3},6
(vn) 服务 体系 初步 (v){len($1)<3},6
(*)比(*)都{$1!=$2},6
担心+(n)+跳槽{begin($1)=[学+尼+使]},6
担心 (n) 跳槽{begin($1)=[学 尼 使]},6
潜力+(a){len($1)=1},6
潜力 (a){len($1)=1},6
(t)+以{begin($1)=[壮+不+看]},6
(t) 以{begin($1)=[壮 不 看]},6
(n){end($1)=[者]},6
加强+(v)+洗钱{len($1)=1},6
加强 (v) 洗钱{len($1)=1},6
(v)+、+收受+贿赂+(u){len($1)>1},6
(v) 、 收受 贿赂 (u){len($1)>1},6
(ns)+被+撞+(p){begin($1)=[东+型+扣]},6
(ns) 被 撞 (p){begin($1)=[东 型 扣]},6
一起+(v)+。{end($1)=[茶+菜+着+解]},6
一起 (v) 。{end($1)=[茶 菜 着 解]},6
了+(n)+冷{begin($1)!=[严+剩+斤+买]},6
了 (n) 冷{begin($1)!=[严 剩 斤 买]},6
几百+(q)+。{len($1)!=2},6
几百 (q) 。{len($1)!=2},6
要+(v)+厂{len($1)=1},6
要 (v) 厂{len($1)=1},6
了+(n)+就{end($1)=[章+样+在+睡]},6
了 (n) 就{end($1)=[章 样 在 睡]},6
(p)+哪儿+呢+(w){$1=$2},6
(p) 哪儿 呢 (w){$1=$2},6
不(f)不(f){$1!=$2;len($1)=1},6
(a)+(j){count>10},6
(a) (j){count>10},6
([v+a+n])是([v+a+n])了{$1=$2},6
([v a n])是([v a n])了{$1=$2},6
增长+(w){count<676},6
增长 (w){count<676},6
等+(r)+出发{count>9},6
等 (r) 出发{count>9},6
(*)比(*)更{$1!=$2},6
(r)+了+(w){len($1)=2},6
(r) 了 (w){len($1)=2},6
《+(v)+》{len($1)=2},6
《 (v) 》{len($1)=2},6
柯洁+(v)+冠军{begin($1)!=[盘+快+紧]},6
柯洁 (v) 冠军{begin($1)!=[盘 快 紧]},6
做到+(u){count<861},6
做到 (u){count<861},6
造血+(n){count<208},6
造血 (n){count<208},6
核电+(n)+注入{begin($1)=[技+婷]},6
核电 (n) 注入{begin($1)=[技 婷]},6
尴尬+(u)+探亲假{len($1)=1},6
尴尬 (u) 探亲假{len($1)=1},6
引入+(n)+力量{len($1)=2},6
引入 (n) 力量{len($1)=2},6
担当+(d)+看{count<270},6
担当 (d) 看{count<270},6
这里+(w){count>3},6
这里 (w){count>3},6
卫生+(v)+到{len($1)!=3},6
卫生 (v) 到{len($1)!=3},6
该+(v)+的{len($1)!=2},6
该 (v) 的{len($1)!=2},6
(ns)+锻造+(nz){len($1)!=3; len($2)=3},6
(ns) 锻造 (nz){len($1)!=3; len($2)=3},6
有+(n)+天{len($1)!=3},6
有 (n) 天{len($1)!=3},6
(m)大(n){len($1)=2;len($2)>2},6
努力(n)*w{len($1)=2},6
的+(n)+。{len($1)>3},6
的 (n) 。{len($1)>3},6
(a)也不(a){$1=$2},6
行政+(n)+挂牌{mid($1)=[批+金+永]},6
行政 (n) 挂牌{mid($1)=[批 金 永]},6
(d)+会见+了+韩国+大+(n){count>2},6
(d) 会见 了 韩国 大 (n){count>2},6
(r)+关系+对+中国+和+都+(d){end($1)=[r+换+跳]; len($2)=2},6
(r) 关系 对 中国 和 都 (d){end($1)=[r 换 跳]; len($2)=2},6
(t)是(t){$1=$2},6
(n)+(u){len($1)!=3},6
(n) (u){len($1)!=3},6
(m)大(n){len($1)=3;len($2)>1},6
(a)+的{begin($1)=[艰+赚+表+建]},6
(a) 的{begin($1)=[艰 赚 表 建]},6
油纸伞+(w){count<715},6
油纸伞 (w){count<715},6
干部+(v)+作为{len($1)=1},6
干部 (v) 作为{len($1)=1},6
(m)+加强+舆论+(v){len($1)=1; len($2)=2},6
(m) 加强 舆论 (v){len($1)=1; len($2)=2},6
